target_id,account_id,dt,target_definition,recommended_channel,strategy_version,prior_broken_ptp,payment_id,payment_dt,amount,paid_7d
TGT0005171,ACC0013125,2026-04-06,HIGH_RISK,SMS,legacy,False,,,,False
TGT0034119,ACC0022808,2026-04-06,DPD>=60,FIELD,v1,False,,,,False
TGT0001076,ACC0007492,2026-04-06,NPA,VOICE,v2,False,,,,False
TGT0038649,ACC0001640,2026-04-06,NPA,VOICE,legacy,False,,,,False
TGT0006766,ACC0006513,2026-04-06,HIGH_RISK,FIELD,v2,False,,,,False
TGT0025737,ACC0008685,2026-04-06,DPD>=30,VOICE,v2,False,,,,False
TGT0031549,ACC0010591,2026-04-06,DPD>=60,SMS,v2,False,,,,False
TGT0044313,ACC0021889,2026-04-06,DPD>=30,SMS,v2,False,,,,False
TGT0028326,ACC0024974,2026-04-06,HIGH_RISK,WHATSAPP,v1,False,,,,False
TGT0025598,ACC0023553,2026-04-06,DPD>=60,SMS,v1,False,,,,False
TGT0028310,ACC0021748,2026-04-06,DPD>=60,VOICE,legacy,False,,,,False
TGT0001512,ACC0018002,2026-04-06,HIGH_RISK,SMS,legacy,False,,,,False
TGT0003399,ACC0025830,2026-04-06,DPD>=60,FIELD,v1,False,,,,False
TGT0005337,ACC0022808,2026-04-06,DPD>=60,SMS,v2,False,,,,False
TGT0001323,ACC0005939,2026-04-06,HIGH_RISK,FIELD,v2,False,,,,False
TGT0022097,ACC0008094,2026-04-06,DPD>=60,WHATSAPP,v2,False,,,,False
TGT0002041,ACC0028836,2026-04-06,DPD>=60,FIELD,legacy,False,,,,False
TGT0031730,ACC0003546,2026-04-06,DPD>=60,WHATSAPP,legacy,False,,,,False
TGT0031735,ACC0010652,2026-04-06,PROMISE_BROKEN,FIELD,legacy,True,,,,False
TGT0042205,ACC0007443,2026-04-06,PROMISE_BROKEN,FIELD,legacy,False,,,,False
TGT0022131,ACC0007039,2026-04-06,HIGH_RISK,FIELD,v1,False,,,,False
TGT0004844,ACC0025975,2026-04-06,PROMISE_BROKEN,VOICE,legacy,True,,,,False
TGT0034369,ACC0024724,2026-04-06,NPA,SMS,v1,False,,,,False
TGT0015537,ACC0007690,2026-04-06,PROMISE_BROKEN,FIELD,legacy,False,,,,False
TGT0033608,ACC0018955,2026-04-06,HIGH_RISK,VOICE,v2,False,,,,False
TGT0007129,ACC0017920,2026-04-06,PROMISE_BROKEN,SMS,legacy,False,,,,False
TGT0041017,ACC0011717,2026-04-06,HIGH_RISK,FIELD,legacy,False,,,,False
TGT0008351,ACC0005485,2026-04-06,PROMISE_BROKEN,WHATSAPP,v3,False,,,,False
TGT0039243,ACC0021491,2026-04-06,PROMISE_BROKEN,FIELD,legacy,False,,,,False
TGT0018249,ACC0005970,2026-04-06,HIGH_RISK,FIELD,legacy,False,,,,False
TGT0020056,ACC0000762,2026-04-06,DPD>=60,WHATSAPP,legacy,False,,,,False
TGT0020280,ACC0011513,2026-04-06,DPD>=60,VOICE,legacy,False,,,,False
TGT0020079,ACC0004575,2026-04-06,DPD>=60,VOICE,legacy,False,,,,False
TGT0012923,ACC0003724,2026-04-06,HIGH_RISK,WHATSAPP,v1,False,,,,False
TGT0020138,ACC0000624,2026-04-06,HIGH_RISK,SMS,v2,False,,,,False
TGT0012947,ACC0029365,2026-04-06,NPA,FIELD,v2,False,,,,False
TGT0028581,ACC0012381,2026-04-06,DPD>=30,SMS,legacy,False,,,,False
TGT0028583,ACC0025665,2026-04-06,NPA,WHATSAPP,legacy,False,,,,False
TGT0001130,ACC0019218,2026-04-06,DPD>=60,VOICE,legacy,False,,,,False
TGT0008950,ACC0009186,2026-04-06,NPA,SMS,legacy,False,,,,False
TGT0039016,ACC0011696,2026-04-06,HIGH_RISK,VOICE,v1,False,,,,False
TGT0035420,ACC0004856,2026-04-06,DPD>=60,SMS,v1,False,,,,False
TGT0028639,ACC0013494,2026-04-06,PROMISE_BROKEN,WHATSAPP,legacy,False,,,,False
TGT0044449,ACC0002834,2026-04-06,DPD>=60,VOICE,legacy,False,,,,False
TGT0016542,ACC0020704,2026-04-06,HIGH_RISK,FIELD,legacy,False,,,,False
TGT0044146,ACC0019541,2026-04-06,DPD>=30,VOICE,legacy,False,,,,False
TGT0012833,ACC0021728,2026-04-06,HIGH_RISK,SMS,v1,False,,,,False
TGT0037181,ACC0008214,2026-04-06,DPD>=60,SMS,legacy,False,PAYMENT0022682,2026-04-07 23:16:32,27937.56,True
TGT0007047,ACC0018264,2026-04-06,HIGH_RISK,VOICE,v2,False,PAYMENT0021535,2026-04-08 18:32:50,99536.1,True
TGT0006400,ACC0024306,2026-04-06,PROMISE_BROKEN,SMS,v3,False,,,,False
TGT0009185,ACC0014738,2026-04-06,PROMISE_BROKEN,SMS,v3,False,,,,False
TGT0005899,ACC0022644,2026-04-06,DPD>=30,SMS,v3,False,,,,False
TGT0039125,ACC0022068,2026-04-06,NPA,SMS,v1,False,,,,False
TGT0016032,ACC0015207,2026-04-06,HIGH_RISK,VOICE,v1,False,,,,False
TGT0035947,ACC0028076,2026-04-06,DPD>=60,FIELD,legacy,False,,,,False
TGT0006060,ACC0022115,2026-04-06,DPD>=30,WHATSAPP,v2,False,,,,False
TGT0017630,ACC0006606,2026-04-06,DPD>=60,SMS,legacy,False,,,,False
TGT0009992,ACC0012687,2026-04-06,NPA,SMS,legacy,False,,,,False
TGT0015711,ACC0018566,2026-04-06,DPD>=60,VOICE,v2,False,,,,False
TGT0009653,ACC0017313,2026-04-06,NPA,VOICE,v1,False,,,,False
TGT0039415,ACC0010826,2026-04-06,DPD>=60,VOICE,v3,False,,,,False
TGT0003512,ACC0009358,2026-04-06,DPD>=60,WHATSAPP,legacy,False,,,,False
TGT0018364,ACC0009631,2026-04-06,PROMISE_BROKEN,VOICE,v2,False,,,,False
TGT0019186,ACC0017548,2026-04-06,NPA,SMS,v1,False,PAYMENT0023663,2026-04-07 06:02:56,91651.85,True
TGT0016518,ACC0012343,2026-04-06,PROMISE_BROKEN,SMS,v2,False,,,,False
TGT0020236,ACC0008757,2026-04-06,NPA,FIELD,legacy,False,,,,False
TGT0009804,ACC0016448,2026-04-06,DPD>=60,SMS,v3,False,,,,False
TGT0009548,ACC0014126,2026-04-06,NPA,VOICE,legacy,False,,,,False
TGT0020088,ACC0008676,2026-04-06,PROMISE_BROKEN,FIELD,v3,False,,,,False
TGT0015071,ACC0024795,2026-04-06,DPD>=60,FIELD,v1,False,,,,False
TGT0016071,ACC0017168,2026-04-06,DPD>=30,WHATSAPP,legacy,False,,,,False
TGT0020165,ACC0002555,2026-04-06,HIGH_RISK,WHATSAPP,v2,False,,,,False
TGT0028438,ACC0011633,2026-04-06,HIGH_RISK,VOICE,legacy,False,,,,False
TGT0026442,ACC0009708,2026-04-06,DPD>=60,FIELD,v2,False,,,,False
TGT0041958,ACC0011822,2026-04-06,PROMISE_BROKEN,WHATSAPP,v2,False,,,,False
TGT0036857,ACC0024956,2026-04-06,NPA,SMS,v1,False,,,,False
TGT0007892,ACC0000628,2026-04-06,DPD>=60,FIELD,v1,False,,,,False
TGT0015355,ACC0025025,2026-04-06,DPD>=60,FIELD,v1,False,,,,False
TGT0025898,ACC0028903,2026-04-06,NPA,SMS,v1,False,PAYMENT0008777,2026-04-11 06:24:47,18302.07,True
TGT0017654,ACC0027653,2026-04-06,DPD>=30,SMS,v2,False,,,,False
TGT0036336,ACC0026917,2026-04-06,PROMISE_BROKEN,VOICE,v3,False,,,,False
TGT0018402,ACC0025386,2026-04-07,DPD>=60,SMS,v1,False,,,,False
TGT0025736,ACC0018638,2026-04-07,HIGH_RISK,SMS,legacy,True,,,,False
TGT0032202,ACC0028228,2026-04-07,DPD>=30,FIELD,v2,False,,,,False
TGT0018253,ACC0007046,2026-04-07,DPD>=30,SMS,v3,True,,,,False
TGT0022543,ACC0005064,2026-04-07,DPD>=60,WHATSAPP,v3,False,PAYMENT0023312,2026-04-07 02:15:44,46510.34,True
TGT0022119,ACC0019860,2026-04-07,HIGH_RISK,VOICE,v2,True,,,,False
TGT0038449,ACC0006701,2026-04-07,DPD>=30,WHATSAPP,v1,False,,,,False
TGT0012662,ACC0009738,2026-04-07,PROMISE_BROKEN,SMS,v3,False,,,,False
TGT0028252,ACC0006155,2026-04-07,HIGH_RISK,VOICE,v1,False,,,,False
TGT0020711,ACC0004448,2026-04-07,NPA,WHATSAPP,legacy,False,,,,False
TGT0039481,ACC0015704,2026-04-07,DPD>=30,VOICE,legacy,False,,,,False
TGT0038456,ACC0029052,2026-04-07,DPD>=60,VOICE,v2,False,,,,False
TGT0028360,ACC0023364,2026-04-07,HIGH_RISK,SMS,v1,False,,,,False
TGT0037587,ACC0000200,2026-04-07,PROMISE_BROKEN,VOICE,v1,False,,,,False
TGT0012700,ACC0020235,2026-04-07,HIGH_RISK,WHATSAPP,v3,False,,,,False
TGT0010468,ACC0000293,2026-04-07,PROMISE_BROKEN,WHATSAPP,v3,False,,,,False
TGT0044095,ACC0005026,2026-04-07,PROMISE_BROKEN,WHATSAPP,v3,False,,,,False
TGT0010467,ACC0017086,2026-04-07,DPD>=30,FIELD,v3,False,,,,False
TGT0006415,ACC0018608,2026-04-07,NPA,FIELD,v3,False,,,,False
TGT0005981,ACC0020901,2026-04-07,HIGH_RISK,WHATSAPP,v3,False,,,,False
TGT0042033,ACC0016467,2026-04-07,HIGH_RISK,VOICE,v2,False,,,,False
TGT0034367,ACC0020004,2026-04-07,HIGH_RISK,VOICE,v2,False,,,,False
TGT0009565,ACC0022421,2026-04-07,DPD>=30,WHATSAPP,v3,False,,,,False
TGT0020658,ACC0012325,2026-04-07,HIGH_RISK,WHATSAPP,v1,False,,,,False
TGT0021678,ACC0003954,2026-04-07,PROMISE_BROKEN,VOICE,v2,False,,,,False
TGT0016370,ACC0013418,2026-04-07,NPA,FIELD,v1,False,,,,False
TGT0022060,ACC0016479,2026-04-07,DPD>=60,WHATSAPP,legacy,False,,,,False
TGT0021670,ACC0001235,2026-04-07,DPD>=30,WHATSAPP,v3,False,,,,False
TGT0026383,ACC0024092,2026-04-07,PROMISE_BROKEN,WHATSAPP,v3,True,,,,False
TGT0000573,ACC0026360,2026-04-07,DPD>=60,VOICE,legacy,False,,,,False
TGT0017153,ACC0010794,2026-04-07,HIGH_RISK,FIELD,legacy,False,,,,False
TGT0005270,ACC0007989,2026-04-07,DPD>=30,WHATSAPP,v3,False,,,,False
TGT0037558,ACC0017313,2026-04-07,HIGH_RISK,VOICE,v1,False,,,,False
TGT0028594,ACC0001896,2026-04-07,NPA,WHATSAPP,v1,False,,,,False
TGT0044785,ACC0012870,2026-04-07,PROMISE_BROKEN,WHATSAPP,v2,False,,,,False
TGT0028662,ACC0012892,2026-04-07,PROMISE_BROKEN,FIELD,v2,True,,,,False
TGT0000559,ACC0008200,2026-04-07,DPD>=60,FIELD,v1,False,,,,False
TGT0020494,ACC0016622,2026-04-07,HIGH_RISK,WHATSAPP,legacy,False,,,,False
TGT0034307,ACC0004418,2026-04-07,DPD>=60,VOICE,legacy,False,,,,False
TGT0032250,ACC0006560,2026-04-07,HIGH_RISK,FIELD,v1,False,,,,False
TGT0009160,ACC0022129,2026-04-07,NPA,VOICE,v1,False,,,,False
TGT0011522,ACC0023622,2026-04-07,NPA,SMS,v1,False,,,,False
TGT0014720,ACC0001031,2026-04-07,NPA,SMS,v2,False,,,,False
TGT0002093,ACC0018783,2026-04-07,PROMISE_BROKEN,VOICE,legacy,False,,,,False
TGT0021752,ACC0002901,2026-04-07,DPD>=60,SMS,v1,False,,,,False
TGT0017241,ACC0018545,2026-04-07,DPD>=60,WHATSAPP,v1,False,,,,False
TGT0022639,ACC0013710,2026-04-07,NPA,FIELD,legacy,False,,,,False
TGT0010406,ACC0018812,2026-04-07,PROMISE_BROKEN,VOICE,legacy,False,,,,False
TGT0038685,ACC0028875,2026-04-07,HIGH_RISK,WHATSAPP,v3,False,,,,False
TGT0006925,ACC0026733,2026-04-07,NPA,SMS,v3,False,,,,False
TGT0015330,ACC0029048,2026-04-07,HIGH_RISK,FIELD,v1,False,,,,False
TGT0036274,ACC0025114,2026-04-07,NPA,FIELD,v1,True,,,,False
TGT0026441,ACC0020288,2026-04-07,PROMISE_BROKEN,WHATSAPP,v3,False,,,,False
TGT0015915,ACC0014827,2026-04-07,DPD>=60,WHATSAPP,legacy,False,,,,False
TGT0026439,ACC0005352,2026-04-07,DPD>=60,FIELD,v3,False,,,,False
TGT0013497,ACC0018063,2026-04-07,DPD>=30,SMS,v2,False,,,,False
TGT0041189,ACC0000162,2026-04-07,DPD>=60,SMS,legacy,False,,,,False
TGT0013200,ACC0019812,2026-04-07,DPD>=30,SMS,v2,False,,,,False
TGT0013358,ACC0022049,2026-04-07,DPD>=60,SMS,legacy,False,,,,False
TGT0003841,ACC0011475,2026-04-07,DPD>=60,FIELD,legacy,False,,,,False
TGT0014350,ACC0029838,2026-04-07,NPA,SMS,v1,False,,,,False
TGT0030391,ACC0009453,2026-04-07,HIGH_RISK,FIELD,v2,True,,,,False
TGT0004584,ACC0012376,2026-04-07,PROMISE_BROKEN,SMS,v3,False,,,,False
TGT0018956,ACC0029786,2026-04-07,PROMISE_BROKEN,SMS,v2,False,,,,False
TGT0030839,ACC0014260,2026-04-07,DPD>=60,SMS,v1,False,,,,False
TGT0002466,ACC0027586,2026-04-07,DPD>=60,SMS,v3,False,,,,False
TGT0044481,ACC0023689,2026-04-07,PROMISE_BROKEN,SMS,legacy,False,,,,False
TGT0000130,ACC0015002,2026-04-07,PROMISE_BROKEN,FIELD,v1,False,,,,False
TGT0040782,ACC0004409,2026-04-07,NPA,WHATSAPP,v1,False,PAYMENT0011732,2026-04-08 03:58:46,12861.75,True
TGT0018972,ACC0009602,2026-04-07,NPA,VOICE,legacy,False,,,,False
TGT0024217,ACC0004058,2026-04-07,HIGH_RISK,SMS,legacy,False,,,,False
TGT0019263,ACC0007049,2026-04-07,PROMISE_BROKEN,SMS,v2,False,,,,False
TGT0036722,ACC0004732,2026-04-07,DPD>=60,WHATSAPP,v2,False,,,,False
TGT0033209,ACC0026629,2026-04-07,DPD>=60,FIELD,v3,False,,,,False
TGT0014373,ACC0022704,2026-04-07,NPA,VOICE,v1,False,,,,False
TGT0024045,ACC0029358,2026-04-07,NPA,FIELD,legacy,False,,,,False
TGT0002684,ACC0023860,2026-04-07,HIGH_RISK,FIELD,v3,False,,,,False
TGT0030988,ACC0015947,2026-04-07,HIGH_RISK,VOICE,v1,False,,,,False
TGT0026403,ACC0004564,2026-04-07,DPD>=60,VOICE,legacy,False,,,,False
TGT0030293,ACC0008757,2026-04-07,PROMISE_BROKEN,VOICE,v2,False,,,,False
TGT0018720,ACC0009660,2026-04-07,HIGH_RISK,SMS,legacy,False,,,,False
TGT0041007,ACC0011968,2026-04-07,DPD>=60,FIELD,legacy,False,,,,False
TGT0041186,ACC0004598,2026-04-07,NPA,FIELD,v1,False,,,,False
TGT0032783,ACC0028061,2026-04-07,DPD>=60,SMS,v3,False,,,,False
TGT0023194,ACC0001652,2026-04-07,DPD>=30,VOICE,legacy,False,,,,False
TGT0012542,ACC0026837,2026-04-07,HIGH_RISK,WHATSAPP,legacy,False,,,,False
TGT0013352,ACC0007949,2026-04-07,DPD>=60,VOICE,legacy,False,,,,False
TGT0024263,ACC0009697,2026-04-07,DPD>=30,FIELD,v2,False,,,,False
TGT0017626,ACC0004403,2026-04-07,PROMISE_BROKEN,WHATSAPP,v3,False,,,,False
TGT0013541,ACC0017038,2026-04-07,PROMISE_BROKEN,WHATSAPP,v2,False,,,,False
TGT0030106,ACC0015998,2026-04-07,PROMISE_BROKEN,WHATSAPP,legacy,False,,,,False
TGT0033379,ACC0004012,2026-04-07,DPD>=30,FIELD,v3,False,,,,False
TGT0003725,ACC0012521,2026-04-07,DPD>=60,VOICE,v2,False,,,,False
TGT0024460,ACC0006113,2026-04-07,HIGH_RISK,FIELD,v1,False,,,,False
TGT0019103,ACC0020011,2026-04-07,DPD>=30,VOICE,v2,False,,,,False
TGT0040427,ACC0019968,2026-04-07,DPD>=30,WHATSAPP,v3,False,,,,False
TGT0036639,ACC0004625,2026-04-07,HIGH_RISK,VOICE,legacy,False,,,,False
TGT0030017,ACC0019584,2026-04-07,DPD>=60,FIELD,legacy,False,,,,False
TGT0008356,ACC0002838,2026-04-07,DPD>=30,VOICE,legacy,False,PAYMENT0018456,2026-04-12 23:10:58,14646.0,True
TGT0019067,ACC0024460,2026-04-07,DPD>=60,SMS,v3,False,,,,False
TGT0008711,ACC0016941,2026-04-07,HIGH_RISK,WHATSAPP,v2,False,,,,False
TGT0033307,ACC0014242,2026-04-07,NPA,SMS,v3,False,,,,False
TGT0013537,ACC0003118,2026-04-07,DPD>=60,FIELD,v3,False,,,,False
TGT0024367,ACC0014746,2026-04-07,DPD>=30,SMS,v3,False,,,,False
TGT0008777,ACC0020854,2026-04-07,PROMISE_BROKEN,SMS,v2,False,,,,False
TGT0017886,ACC0012232,2026-04-07,DPD>=60,WHATSAPP,v2,False,,,,False
TGT0009870,ACC0025374,2026-04-07,HIGH_RISK,WHATSAPP,v1,False,,,,False
TGT0030018,ACC0021922,2026-04-07,PROMISE_BROKEN,WHATSAPP,legacy,False,,,,False
TGT0043174,ACC0002558,2026-04-07,DPD>=60,SMS,legacy,False,,,,False
TGT0004837,ACC0027983,2026-04-07,PROMISE_BROKEN,VOICE,v2,False,,,,False
TGT0038027,ACC0015351,2026-04-07,NPA,WHATSAPP,legacy,True,,,,False
TGT0008020,ACC0012054,2026-04-07,DPD>=30,FIELD,legacy,False,,,,False
TGT0031428,ACC0017193,2026-04-07,HIGH_RISK,VOICE,v1,False,,,,False
TGT0014568,ACC0011366,2026-04-07,NPA,VOICE,legacy,False,,,,False
TGT0037467,ACC0011856,2026-04-07,DPD>=30,FIELD,v3,False,,,,False
TGT0024535,ACC0002168,2026-04-07,DPD>=30,VOICE,v2,False,,,,False
TGT0022689,ACC0017691,2026-04-07,DPD>=60,WHATSAPP,legacy,False,,,,False
TGT0024529,ACC0003263,2026-04-07,HIGH_RISK,FIELD,v3,False,,,,False
TGT0024790,ACC0001359,2026-04-07,PROMISE_BROKEN,VOICE,v1,False,,,,False
TGT0022732,ACC0026537,2026-04-07,DPD>=60,VOICE,legacy,True,,,,False
TGT0018819,ACC0013184,2026-04-07,DPD>=30,FIELD,v2,False,,,,False
TGT0026258,ACC0002711,2026-04-07,DPD>=60,WHATSAPP,v2,False,,,,False
TGT0014253,ACC0013140,2026-04-07,DPD>=60,WHATSAPP,v3,False,,,,False
TGT0024575,ACC0019465,2026-04-07,NPA,VOICE,v1,False,,,,False
TGT0031363,ACC0026318,2026-04-07,DPD>=60,FIELD,v3,False,,,,False
TGT0020193,ACC0009475,2026-04-07,PROMISE_BROKEN,VOICE,v3,False,,,,False
TGT0036472,ACC0011556,2026-04-07,DPD>=60,VOICE,legacy,False,,,,False
TGT0041551,ACC0018756,2026-04-07,NPA,SMS,v1,False,,,,False
TGT0044369,ACC0006578,2026-04-07,NPA,WHATSAPP,legacy,False,,,,False
TGT0011909,ACC0023229,2026-04-07,NPA,WHATSAPP,v1,False,,,,False
TGT0000729,ACC0006221,2026-04-07,DPD>=30,SMS,v2,False,,,,False
TGT0014675,ACC0001504,2026-04-07,HIGH_RISK,FIELD,v1,False,,,,False
TGT0009736,ACC0000379,2026-04-07,NPA,SMS,v2,False,,,,False
TGT0012506,ACC0011369,2026-04-07,DPD>=30,WHATSAPP,v2,False,,,,False
TGT0000489,ACC0025690,2026-04-07,PROMISE_BROKEN,VOICE,v2,False,,,,False
TGT0039675,ACC0000529,2026-04-07,HIGH_RISK,FIELD,v1,False,,,,False
TGT0009997,ACC0006973,2026-04-07,PROMISE_BROKEN,SMS,v2,False,,,,False
TGT0017388,ACC0020318,2026-04-07,DPD>=30,FIELD,legacy,False,,,,False
TGT0004281,ACC0024536,2026-04-07,HIGH_RISK,SMS,legacy,False,,,,False
TGT0044991,ACC0024014,2026-04-07,HIGH_RISK,WHATSAPP,v3,False,,,,False
TGT0023510,ACC0014484,2026-04-07,DPD>=60,FIELD,v3,False,,,,False
TGT0012911,ACC0021334,2026-04-07,DPD>=60,WHATSAPP,legacy,False,,,,False
TGT0003640,ACC0007563,2026-04-07,DPD>=60,FIELD,v2,False,,,,False
TGT0001241,ACC0019006,2026-04-07,DPD>=30,FIELD,v3,False,,,,False
TGT0039399,ACC0003583,2026-04-07,HIGH_RISK,WHATSAPP,v1,False,,,,False
TGT0016451,ACC0021363,2026-04-07,DPD>=60,VOICE,legacy,False,,,,False
TGT0012929,ACC0016613,2026-04-07,DPD>=60,SMS,legacy,False,,,,False
TGT0005005,ACC0023847,2026-04-07,DPD>=30,VOICE,v2,False,,,,False
TGT0039389,ACC0000890,2026-04-07,HIGH_RISK,VOICE,v1,False,,,,False
TGT0016930,ACC0028697,2026-04-07,HIGH_RISK,SMS,v2,False,,,,False
TGT0009345,ACC0011159,2026-04-07,PROMISE_BROKEN,WHATSAPP,legacy,False,,,,False
TGT0017445,ACC0021543,2026-04-07,DPD>=30,WHATSAPP,v3,False,,,,False
TGT0029313,ACC0011834,2026-04-07,DPD>=60,WHATSAPP,v3,False,PAYMENT0015133,2026-04-07 01:04:36,76746.53,True
TGT0036808,ACC0017673,2026-04-07,PROMISE_BROKEN,SMS,v2,False,,,,False
TGT0039740,ACC0024552,2026-04-07,DPD>=60,SMS,legacy,False,,,,False
TGT0032847,ACC0015327,2026-04-07,DPD>=30,SMS,v2,False,,,,False
TGT0022867,ACC0001530,2026-04-07,PROMISE_BROKEN,VOICE,v3,False,,,,False
TGT0033673,ACC0020605,2026-04-07,HIGH_RISK,FIELD,legacy,False,,,,False
TGT0041408,ACC0000709,2026-04-07,DPD>=60,FIELD,v2,False,,,,False
TGT0015095,ACC0027235,2026-04-07,PROMISE_BROKEN,VOICE,v1,False,,,,False
TGT0036823,ACC0016140,2026-04-07,DPD>=60,WHATSAPP,legacy,False,,,,False
TGT0021926,ACC0022161,2026-04-07,DPD>=60,WHATSAPP,legacy,False,,,,False
TGT0007190,ACC0022668,2026-04-07,DPD>=30,VOICE,legacy,True,,,,False
TGT0032553,ACC0019769,2026-04-07,DPD>=60,WHATSAPP,v2,False,,,,False
TGT0015137,ACC0020441,2026-04-07,DPD>=30,FIELD,v2,False,,,,False
TGT0034665,ACC0012586,2026-04-07,DPD>=60,VOICE,v2,False,,,,False
TGT0016747,ACC0003993,2026-04-07,DPD>=60,VOICE,v2,False,,,,False
TGT0015569,ACC0018326,2026-04-07,DPD>=30,VOICE,v3,True,,,,False
TGT0021317,ACC0012681,2026-04-07,NPA,VOICE,legacy,False,,,,False
TGT0025495,ACC0006949,2026-04-07,HIGH_RISK,VOICE,v2,False,,,,False
TGT0007632,ACC0020934,2026-04-07,DPD>=30,VOICE,v2,True,,,,False
TGT0042689,ACC0005273,2026-04-07,DPD>=30,FIELD,v3,False,,,,False
TGT0023684,ACC0008014,2026-04-07,DPD>=60,VOICE,v1,False,,,,False
TGT0006266,ACC0027522,2026-04-07,DPD>=30,WHATSAPP,v2,False,,,,False
TGT0027683,ACC0014548,2026-04-07,NPA,FIELD,legacy,False,,,,False
TGT0032614,ACC0020359,2026-04-07,HIGH_RISK,SMS,v2,False,,,,False
TGT0021183,ACC0015609,2026-04-07,DPD>=60,SMS,v1,False,,,,False
TGT0022254,ACC0027927,2026-04-07,HIGH_RISK,VOICE,v3,False,,,,False
TGT0042621,ACC0019201,2026-04-07,NPA,VOICE,v3,False,,,,False
TGT0016719,ACC0027771,2026-04-07,PROMISE_BROKEN,SMS,v1,False,,,,False
TGT0027474,ACC0022047,2026-04-07,HIGH_RISK,FIELD,legacy,False,,,,False
TGT0021105,ACC0009947,2026-04-07,HIGH_RISK,SMS,legacy,False,,,,False
TGT0035950,ACC0002066,2026-04-07,PROMISE_BROKEN,FIELD,v3,False,,,,False
TGT0034801,ACC0002151,2026-04-07,PROMISE_BROKEN,WHATSAPP,v2,True,,,,False
TGT0031929,ACC0005544,2026-04-07,NPA,WHATSAPP,v3,True,,,,False
TGT0013934,ACC0023074,2026-04-07,HIGH_RISK,WHATSAPP,v3,False,,,,False
TGT0006252,ACC0011611,2026-04-07,HIGH_RISK,WHATSAPP,v3,False,,,,False
TGT0039962,ACC0021521,2026-04-07,PROMISE_BROKEN,WHATSAPP,v1,False,,,,False
TGT0015538,ACC0003543,2026-04-07,DPD>=30,VOICE,v2,False,,,,False
TGT0009468,ACC0005676,2026-04-07,DPD>=60,SMS,v2,False,,,,False
TGT0021159,ACC0003008,2026-04-07,PROMISE_BROKEN,FIELD,v3,False,,,,False
TGT0003210,ACC0003416,2026-04-07,NPA,VOICE,v1,False,,,,False
TGT0016220,ACC0000055,2026-04-07,NPA,FIELD,v1,False,,,,False
TGT0005747,ACC0015361,2026-04-07,DPD>=60,WHATSAPP,v1,False,,,,False
TGT0027162,ACC0023869,2026-04-07,DPD>=60,VOICE,v3,False,,,,False
TGT0044021,ACC0021602,2026-04-07,PROMISE_BROKEN,FIELD,legacy,False,PAYMENT0016392,2026-04-13 21:21:13,92976.8,True
TGT0022432,ACC0015186,2026-04-07,DPD>=30,SMS,v3,False,,,,False
TGT0026754,ACC0011493,2026-04-07,PROMISE_BROKEN,SMS,v2,False,,,,False
TGT0032684,ACC0002108,2026-04-07,PROMISE_BROKEN,FIELD,legacy,False,,,,False
TGT0012491,ACC0016272,2026-04-07,PROMISE_BROKEN,SMS,v2,False,,,,False
TGT0038425,ACC0028369,2026-04-07,DPD>=30,VOICE,v3,False,,,,False
TGT0044036,ACC0009074,2026-04-07,PROMISE_BROKEN,FIELD,legacy,False,PAYMENT0007294,2026-04-08 22:53:00,23302.08,True
TGT0025672,ACC0027086,2026-04-07,PROMISE_BROKEN,FIELD,legacy,False,,,,False
TGT0036055,ACC0022712,2026-04-07,PROMISE_BROKEN,WHATSAPP,v3,False,,,,False
TGT0042288,ACC0025333,2026-04-07,PROMISE_BROKEN,SMS,legacy,False,,,,False
TGT0005463,ACC0002864,2026-04-07,NPA,WHATSAPP,v1,False,,,,False
TGT0031783,ACC0002535,2026-04-07,DPD>=30,WHATSAPP,v3,False,,,,False
TGT0007297,ACC0025163,2026-04-07,NPA,VOICE,v1,False,,,,False
TGT0012171,ACC0014783,2026-04-07,PROMISE_BROKEN,WHATSAPP,legacy,False,,,,False
TGT0036938,ACC0027303,2026-04-07,NPA,SMS,v3,False,,,,False
TGT0028160,ACC0012326,2026-04-07,HIGH_RISK,FIELD,legacy,False,,,,False
TGT0009485,ACC0026402,2026-04-07,PROMISE_BROKEN,VOICE,v3,False,,,,False
TGT0035194,ACC0018392,2026-04-07,HIGH_RISK,FIELD,v3,False,,,,False
TGT0021539,ACC0004556,2026-04-07,DPD>=60,WHATSAPP,v3,False,,,,False
TGT0022137,ACC0009149,2026-04-07,DPD>=30,FIELD,v3,False,,,,False
TGT0028108,ACC0002256,2026-04-07,DPD>=60,FIELD,legacy,False,,,,False
TGT0025120,ACC0029798,2026-04-07,PROMISE_BROKEN,SMS,v3,False,,,,False
TGT0034536,ACC0027191,2026-04-07,DPD>=30,WHATSAPP,v3,False,,,,False
TGT0018646,ACC0007511,2026-04-07,HIGH_RISK,WHATSAPP,legacy,False,,,,False
TGT0037164,ACC0013523,2026-04-08,HIGH_RISK,SMS,v2,False,,,,False
TGT0028001,ACC0009091,2026-04-08,PROMISE_BROKEN,VOICE,v1,False,,,,False
TGT0025165,ACC0013575,2026-04-08,PROMISE_BROKEN,WHATSAPP,v2,False,,,,False
TGT0022095,ACC0022855,2026-04-08,HIGH_RISK,WHATSAPP,v2,False,PAYMENT0004734,2026-04-13 02:58:46,10167.69,True
